Human-Readable Term,Reduction Steps,Normal Form,Normal Form Size
K(K(K(S(SS)))S),1,K(K(S(SS))),5
K(KKS(SSS)),1,K(K(SSS)),5
K(KKS(S(SS))),1,K(K(S(SS))),5
K(K(KSSSS)),1,K(K(SSS)),5
K(K(K(SS)SS)),1,K(K(SSS)),5
K(K(K(SSS)S)),1,K(K(SSS)),5
K(K(K(S(SS))S)),1,K(K(S(SS))),5
K(K(KSS(SS))),1,K(K(S(SS))),5
K(K(K(SSS)))K,1,K(K(SSS)),5
K(K(K(S(SS))))K,1,K(K(S(SS))),5
KKK(SSSK),2,K(SK(SK)),5
KKK(S(SS)K),1,K(S(SS)K),5
KKK(SS(SK)),1,K(SS(SK)),5
KKK(S(SSK)),1,K(S(SSK)),5
KKK(S(S(SK))),1,K(S(S(SK))),5
K(K(K(SSS))K),1,K(K(SSS)),5
K(K(K(S(SS)))K),1,K(K(S(SS))),5
K(KKS(SSK)),1,K(K(SSK)),5
K(KKS(S(SK))),1,K(K(S(SK))),5
K(K(KSSSK)),1,K(K(SSK)),5
K(K(K(SS)SK)),1,K(K(SSK)),5
K(K(K(SSS)K)),1,K(K(SSS)),5
K(K(K(S(SS))K)),1,K(K(S(SS))),5
K(K(KSS(SK))),1,K(K(S(SK))),5
K(K(K(SSK)))S,1,K(K(SSK)),5
K(K(K(S(SK))))S,1,K(K(S(SK))),5
KKK(SSKS),2,K(SS(KS)),5
KKK(S(SK)S),1,K(S(SK)S),5
KKK(SS(KS)),1,K(SS(KS)),5
KKK(S(SKS)),1,K(S(SKS)),5
KKK(S(S(KS))),1,K(S(S(KS))),5
K(K(K(SSK))S),1,K(K(SSK)),5
K(K(K(S(SK)))S),1,K(K(S(SK))),5
K(KKS(SKS)),1,K(K(SKS)),5
K(KKS(S(KS))),1,K(K(S(KS))),5
K(K(KSSKS)),1,K(K(SKS)),5
K(K(K(SS)KS)),1,K(K(SSS)),5
K(K(K(SSK)S)),1,K(K(SSK)),5
K(K(K(S(SK))S)),1,K(K(S(SK))),5
K(K(KSS(KS))),1,K(K(S(KS))),5
K(K(K(SSK)))K,1,K(K(SSK)),5
K(K(K(S(SK))))K,1,K(K(S(SK))),5
KKK(SSKK),2,K(SK(KK)),5
KKK(S(SK)K),1,K(S(SK)K),5
KKK(SS(KK)),1,K(SS(KK)),5
KKK(S(SKK)),1,K(S(SKK)),5
KKK(S(S(KK))),1,K(S(S(KK))),5
K(K(K(SSK))K),1,K(K(SSK)),5
K(K(K(S(SK)))K),1,K(K(S(SK))),5
K(KKS(SKK)),1,K(K(SKK)),5
K(KKS(S(KK))),1,K(K(S(KK))),5
K(K(KSSKK)),1,K(K(SKK)),5
K(K(K(SS)KK)),1,K(K(SSK)),5
K(K(K(SSK)K)),1,K(K(SSK)),5
K(K(K(S(SK))K)),1,K(K(S(SK))),5
K(K(KSS(KK))),1,K(K(S(KK))),5
K(K(K(SKS)))S,1,K(K(SKS)),5
K(K(K(S(KS))))S,1,K(K(S(KS))),5
KKK(S(KS)S),1,K(S(KS)S),5
KKK(SK(SS)),1,K(SK(SS)),5
KKK(S(K(SS))),1,K(S(K(SS))),5
K(K(K(SKS))S),1,K(K(SKS)),5
K(K(K(S(KS)))S),1,K(K(S(KS))),5
K(KKS(K(SS))),1,K(K(K(SS))),5
K(K(KSKSS)),1,K(K(SSS)),5
K(K(K(SK)SS)),1,K(K(SKS)),5
K(K(K(SKS)S)),1,K(K(SKS)),5
K(K(K(S(KS))S)),1,K(K(S(KS))),5
K(K(KSK(SS))),1,K(K(S(SS))),5
K(K(K(S(KSS)))),1,K(K(K(SS))),5
K(K(K(SKS)))K,1,K(K(SKS)),5
K(K(K(S(KS))))K,1,K(K(S(KS))),5
KKK(S(KS)K),1,K(S(KS)K),5
KKK(SK(SK)),1,K(SK(SK)),5
KKK(S(K(SK))),1,K(S(K(SK))),5
K(K(K(SKS))K),1,K(K(SKS)),5
K(K(K(S(KS)))K),1,K(K(S(KS))),5
K(KKS(K(SK))),1,K(K(K(SK))),5
K(K(KSKSK)),1,K(K(SSK)),5
K(K(K(SK)SK)),1,K(K(SKK)),5
K(K(K(SKS)K)),1,K(K(SKS)),5
K(K(K(S(KS))K)),1,K(K(S(KS))),5
K(K(KSK(SK))),1,K(K(S(SK))),5
K(K(K(S(KSK)))),1,K(K(K(SS))),5
K(K(K(SKK)))S,1,K(K(SKK)),5
K(K(K(S(KK))))S,1,K(K(S(KK))),5
KKK(S(KK)S),1,K(S(KK)S),5
KKK(SK(KS)),1,K(SK(KS)),5
KKK(S(K(KS))),1,K(S(K(KS))),5
K(K(K(SKK))S),1,K(K(SKK)),5
K(K(K(S(KK)))S),1,K(K(S(KK))),5
K(KKS(K(KS))),1,K(K(K(KS))),5
K(K(KSKKS)),1,K(K(SKS)),5
K(K(K(SK)KS)),1,K(K(SKS)),5
K(K(K(SKK)S)),1,K(K(SKK)),5
K(K(K(S(KK))S)),1,K(K(S(KK))),5
K(K(KSK(KS))),1,K(K(S(KS))),5
K(K(K(S(KKS)))),1,K(K(K(SK))),5
K(K(K(SKK)))K,1,K(K(SKK)),5
K(K(K(S(KK))))K,1,K(K(S(KK))),5
KKK(S(KK)K),1,K(S(KK)K),5
KKK(SK(KK)),1,K(SK(KK)),5
KKK(S(K(KK))),1,K(S(K(KK))),5
K(K(K(SKK))K),1,K(K(SKK)),5
K(K(K(S(KK)))K),1,K(K(S(KK))),5
K(KKS(K(KK))),1,K(K(K(KK))),5
K(K(KSKKK)),1,K(K(SKK)),5
K(K(K(SK)KK)),1,K(K(SKK)),5
K(K(K(SKK)K)),1,K(K(SKK)),5
K(K(K(S(KK))K)),1,K(K(S(KK))),5
K(K(KSK(KK))),1,K(K(S(KK))),5
K(K(K(S(KKK)))),1,K(K(K(SK))),5
K(K(K(K(SS))))S,1,K(K(K(SS))),5
KKK(K(SSS)),1,K(K(SSS)),5
KKK(K(S(SS))),1,K(K(S(SS))),5
K(K(K(K(SS)))S),1,K(K(K(SS))),5
K(KKK(SSS)),1,K(K(SSS)),5
K(KKK(S(SS))),1,K(K(S(SS))),5
K(K(K(K(SS))S)),1,K(K(K(SS))),5
K(K(KKS(SS))),1,K(K(K(SS))),5
K(K(K(KSSS))),1,K(K(K(SS))),5
K(K(K(K(SS)S))),1,K(K(K(SS))),5
K(K(K(K(SS))))K,1,K(K(K(SS))),5
KKK(K(SSK)),1,K(K(SSK)),5
KKK(K(S(SK))),1,K(K(S(SK))),5
K(K(K(K(SS)))K),1,K(K(K(SS))),5
K(KKK(SSK)),1,K(K(SSK)),5
K(KKK(S(SK))),1,K(K(S(SK))),5
K(K(K(K(SS))K)),1,K(K(K(SS))),5
K(K(KKS(SK))),1,K(K(K(SK))),5
K(K(K(KSSK))),1,K(K(K(SK))),5
K(K(K(K(SS)K))),1,K(K(K(SS))),5
K(K(K(K(SK))))S,1,K(K(K(SK))),5
KKK(K(SKS)),1,K(K(SKS)),5
KKK(K(S(KS))),1,K(K(S(KS))),5
K(K(K(K(SK)))S),1,K(K(K(SK))),5
K(KKK(SKS)),1,K(K(SKS)),5
K(KKK(S(KS))),1,K(K(S(KS))),5
K(K(K(K(SK))S)),1,K(K(K(SK))),5
K(K(KKS(KS))),1,K(K(K(KS))),5
K(K(K(KSKS))),1,K(K(K(SS))),5
K(K(K(K(SK)S))),1,K(K(K(SK))),5
K(K(K(K(SK))))K,1,K(K(K(SK))),5
KKK(K(SKK)),1,K(K(SKK)),5
KKK(K(S(KK))),1,K(K(S(KK))),5
K(K(K(K(SK)))K),1,K(K(K(SK))),5
K(KKK(SKK)),1,K(K(SKK)),5
K(KKK(S(KK))),1,K(K(S(KK))),5
K(K(K(K(SK))K)),1,K(K(K(SK))),5
K(K(KKS(KK))),1,K(K(K(KK))),5
K(K(K(KSKK))),1,K(K(K(SK))),5
K(K(K(K(SK)K))),1,K(K(K(SK))),5
K(K(K(K(KS))))S,1,K(K(K(KS))),5
KKK(K(K(SS))),1,K(K(K(SS))),5
K(K(K(K(KS)))S),1,K(K(K(KS))),5
K(KKK(K(SS))),1,K(K(K(SS))),5
K(K(K(K(KS))S)),1,K(K(K(KS))),5
K(K(KKK(SS))),1,K(K(K(SS))),5
K(K(K(KKSS))),1,K(K(K(KS))),5
K(K(K(K(KS)S))),1,K(K(K(KS))),5
K(K(K(K(KSS)))),1,K(K(K(KS))),5
K(K(K(K(KS))))K,1,K(K(K(KS))),5
KKK(K(K(SK))),1,K(K(K(SK))),5
K(K(K(K(KS)))K),1,K(K(K(KS))),5
K(KKK(K(SK))),1,K(K(K(SK))),5
K(K(K(K(KS))K)),1,K(K(K(KS))),5
K(K(KKK(SK))),1,K(K(K(SK))),5
K(K(K(KKSK))),1,K(K(K(KK))),5
K(K(K(K(KS)K))),1,K(K(K(KS))),5
K(K(K(K(KSK)))),1,K(K(K(KS))),5
K(K(K(K(KK))))S,1,K(K(K(KK))),5
KKK(K(K(KS))),1,K(K(K(KS))),5
K(K(K(K(KK)))S),1,K(K(K(KK))),5
K(KKK(K(KS))),1,K(K(K(KS))),5
K(K(K(K(KK))S)),1,K(K(K(KK))),5
K(K(KKK(KS))),1,K(K(K(KS))),5
K(K(K(KKKS))),1,K(K(K(KS))),5
K(K(K(K(KK)S))),1,K(K(K(KK))),5
K(K(K(K(KKS)))),1,K(K(K(KK))),5
K(K(K(K(KK))))K,1,K(K(K(KK))),5
KKK(K(K(KK))),1,K(K(K(KK))),5
K(K(K(K(KK)))K),1,K(K(K(KK))),5
K(KKK(K(KK))),1,K(K(K(KK))),5
K(K(K(K(KK))K)),1,K(K(K(KK))),5
K(K(KKK(KK))),1,K(K(K(KK))),5
K(K(K(KKKK))),1,K(K(K(KK))),5
K(K(K(K(KK)K))),1,K(K(K(KK))),5
K(K(K(K(KKK)))),1,K(K(K(KK))),5
S(S(S(SS)))KK,6,SK(KK),4
S(SSS)KSS,7,S(SSS),4
S(S(SS))KSS,7,S(S(SS)),4
SS(S(SK))SS,5,SS(SS),4
SSSS(KS)S,6,S(SSS),4
S(SS)S(KS)S,6,S(S(SS)),4
SS(SS)(KS)S,5,S(SSS),4
S(SS)(SKS)S,6,SS(SS),4
SS(S(SK)S)S,4,SS(SS),4
SSS(SKSS),5,SS(SS),4
S(SS)(SKSS),2,S(SS)S,4
SS(S(SK)SS),3,SS(SS),4
SS(S(SKSS)),2,SS(SS),4
S(SS(SK)SS),4,S(SSS),4
S(S(S(SK))SS),4,S(S(SS)),4
S(SS(SKS)S),3,S(SSS),4
S(SS(SKSS)),2,S(SSS),4
S(S(S(SK)SS)),3,S(S(SS)),4
S(S(S(SKSS))),2,S(S(SS)),4
S(SSS)KSK,7,S(SKS),4
S(S(SS))KSK,7,S(K(SK)),4
SS(S(SK))SK,5,SK(SK),4
SSSS(KS)K,6,S(SKS),4
S(SS)S(KS)K,6,S(K(SK)),4
SS(SS)(KS)K,5,S(SKS),4
S(SS)(SKS)K,6,SK(KK),4
SS(S(SK)S)K,4,SK(SK),4
SSS(SKSK),5,SK(SK),4
S(SS)(SKSK),2,S(SS)K,4
SS(S(SK)SK),3,SS(SK),4
SS(S(SKSK)),2,SS(SK),4
S(SS(SK)SK),4,S(SKK),4
S(S(S(SK))SK),4,S(K(SK)),4
S(SS(SKS)K),3,S(SKK),4
S(SS(SKSK)),2,S(SSK),4
S(S(S(SK)SK)),3,S(S(SK)),4
S(S(S(SKSK))),2,S(S(SK)),4
S(SS)(SK)KS,6,S(SKK),4
SSSS(KK)S,6,K(SSK),4
S(SS)S(KK)S,6,K(S(KS)),4
SS(SS)(KK)S,5,K(SSK),4
S(SS)(SKK)S,6,SS(SS),4
SS(S(SK)K)S,4,SS(KS),4
S(S(SS))K(KS),5,SS(KS),4
SSS(SKKS),5,SS(SS),4
S(SS)(SKKS),2,S(SS)S,4
SS(S(SK)KS),3,SS(KS),4
SS(S(SKKS)),2,SS(SS),4
S(S(SS)KKS),5,S(K(KK)),4
S(S(S(SK))KS),4,S(S(KS)),4
S(SS(SKK)S),3,S(SSS),4
S(SS(SKKS)),2,S(SSS),4
S(S(S(SK)KS)),3,S(S(KS)),4
S(S(S(SKKS))),2,S(S(SS)),4
S(SS)(SK)KK,6,K(SKK),4
SSSS(KK)K,6,K(SKK),4
S(SS)S(KK)K,6,K(K(KK)),4
SS(SS)(KK)K,5,K(SKK),4
S(SS)(SKK)K,6,SK(KK),4
SS(S(SK)K)K,4,SK(KK),4
S(S(SS))K(KK),5,SK(KK),4
SSS(SKKK),5,SK(SK),4
S(SS)(SKKK),2,S(SS)K,4
SS(S(SK)KK),3,SS(KK),4
SS(S(SKKK)),2,SS(SK),4
S(S(SS)KKK),5,S(K(KK)),4
S(S(S(SK))KK),4,S(K(KK)),4
S(SS(SKK)K),3,S(SKK),4
S(SS(SKKK)),2,S(SSK),4
S(S(S(SK)KK)),3,S(S(KK)),4
S(S(S(SKKK))),2,S(S(SK)),4
SS(SK)SSS,5,SS(SS),4
S(S(SK))SSS,4,S(SS)S,4
SS(SKS)SS,4,SS(SS),4
S(S(SK)S)SS,4,SS(SS),4
SS(SK)(SS)S,7,SS(SS),4
S(S(SK))(SS)S,4,S(SSS),4
SS(SKSS)S,3,SS(SS),4
S(S(SK)SS)S,3,S(SS)S,4
S(S(SKSS))S,2,S(SS)S,4
SSS(KS(SS)),3,SS(SS),4
S(SS)(KS(SS)),1,S(SS)S,4
SS(SKSSS),2,SS(SS),4
SS(SKS(SS)),2,SS(SS),4
SS(S(KS(SS))),1,SS(SS),4
S(S(SK)SSS),3,S(SSS),4
S(S(SKS)SS),3,S(S(SS)),4
S(S(SK)(SS)S),3,S(SSS),4
S(S(SKSS)S),2,S(SSS),4
S(S(SK)S(SS)),3,S(S(SS)),4
S(SS(KS(SS))),1,S(SSS),4
S(S(SKSSS)),2,S(S(SS)),4
S(S(SKS(SS))),2,S(S(SS)),4
S(S(S(KS(SS)))),1,S(S(SS)),4
SS(SK)SSK,5,SK(SK),4
S(S(SK))SSK,4,S(SS)K,4
SS(SKS)SK,4,SK(SK),4
S(S(SK)S)SK,4,SK(SK),4
SS(SK)(SS)K,7,SK(KK),4
S(S(SK))(SS)K,4,K(SSK),4
SS(SKSS)K,3,SK(SK),4
S(S(SK)SS)K,3,S(SS)K,4
S(S(SKSS))K,2,S(SS)K,4
SSS(KS(SK)),3,SS(SS),4
S(SS)(KS(SK)),1,S(SS)S,4
SS(SKSSK),2,SS(SK),4
SS(SKS(SK)),2,SS(SK),4
SS(S(KS(SK))),1,SS(SS),4
S(S(SK)SSK),3,S(SSK),4
S(S(SKS)SK),3,S(K(SK)),4
S(S(SK)(SS)K),3,S(SSK),4
S(S(SKSS)K),2,S(SSK),4
S(S(SK)S(SK)),3,S(S(SK)),4
S(SS(KS(SK))),1,S(SSS),4
S(S(SKSSK)),2,S(S(SK)),4
S(S(SKS(SK))),2,S(S(SK)),4
S(S(S(KS(SK)))),1,S(S(SS)),4
S(S(SK)S)KS,4,SS(KS),4
S(S(SK))(SK)S,4,S(SKS),4
SS(SKSK)S,3,SS(KS),4
S(S(SK)SK)S,3,S(SK)S,4
S(S(SKSK))S,2,S(SK)S,4
SSS(KS(KS)),3,SS(SS),4
S(SS)(KS(KS)),1,S(SS)S,4
SS(SKSKS),2,SS(KS),4
SS(SKS(KS)),2,SS(KS),4
SS(S(KS(KS))),1,SS(SS),4
S(S(SK)SKS),3,S(SKS),4
S(S(SKS)KS),3,S(S(KS)),4
S(S(SK)(SK)S),3,S(SKS),4
S(S(SKSK)S),2,S(SKS),4
S(S(SK)S(KS)),3,S(S(KS)),4
S(SS(KS(KS))),1,S(SSS),4
S(S(SKSKS)),2,S(S(KS)),4
S(S(SKS(KS))),2,S(S(KS)),4
S(S(S(KS(KS)))),1,S(S(SS)),4
S(S(SK)S)KK,4,SK(KK),4
S(S(SK))(SK)K,4,K(SKK),4
SS(SKSK)K,3,SK(KK),4
S(S(SK)SK)K,3,S(SK)K,4
S(S(SKSK))K,2,S(SK)K,4
SSS(KS(KK)),3,SS(SS),4
S(SS)(KS(KK)),1,S(SS)S,4
SS(SKSKK),2,SS(KK),4
SS(SKS(KK)),2,SS(KK),4
SS(S(KS(KK))),1,SS(SS),4
S(S(SK)SKK),3,S(SKK),4
S(S(SKS)KK),3,S(K(KK)),4
S(S(SK)(SK)K),3,S(SKK),4
S(S(SKSK)K),2,S(SKK),4
S(S(SK)S(KK)),3,S(S(KK)),4
S(SS(KS(KK))),1,S(SSS),4
S(S(SKSKK)),2,S(S(KK)),4
S(S(SKS(KK))),2,S(S(KK)),4
S(S(S(KS(KK)))),1,S(S(SS)),4
S(S(SK))KSS,4,S(KS)S,4
SSS(KK)SS,4,S(KK)S,4
SS(SKK)SS,4,SS(SS),4
SS(SKKS)S,3,SS(SS),4
S(S(SK)KS)S,3,S(KS)S,4
S(S(SKKS))S,2,S(SS)S,4
SSS(KK(SS)),3,SK(SK),4
S(SS)(KK(SS)),1,S(SS)K,4
SS(SKKSS),2,SS(SS),4
SS(SKK(SS)),2,SS(SS),4
SS(S(KK(SS))),1,SS(SK),4
S(S(SKK)SS),3,S(S(SS)),4
S(SSK(KS)S),4,S(S(KS)),4
S(S(SKKS)S),2,S(SSS),4
S(S(SK)K(SS)),3,S(K(SS)),4
S(SS(KK(SS))),1,S(SSK),4
S(S(SKKSS)),2,S(S(SS)),4
S(S(SKK(SS))),2,S(S(SS)),4
S(S(S(KK(SS)))),1,S(S(SK)),4
S(S(SK))KSK,4,S(KS)K,4
SSS(KK)SK,4,S(KK)S,4
SS(SKK)SK,4,SK(SK),4
SS(SKKS)K,3,SK(SK),4
S(S(SK)KS)K,3,S(KS)K,4
S(S(SKKS))K,2,S(SS)K,4
SSS(KK(SK)),3,SK(SK),4
S(SS)(KK(SK)),1,S(SS)K,4
SS(SKKSK),2,SS(SK),4
SS(SKK(SK)),2,SS(SK),4
SS(S(KK(SK))),1,SS(SK),4
S(S(SKK)SK),3,S(K(SK)),4
S(SSK(KS)K),4,S(S(KS)),4
S(S(SKKS)K),2,S(SSK),4
S(S(SK)K(SK)),3,S(K(SK)),4
S(SS(KK(SK))),1,S(SSK),4
S(S(SKKSK)),2,S(S(SK)),4
S(S(SKK(SK))),2,S(S(SK)),4
S(S(S(KK(SK)))),1,S(S(SK)),4
SSS(KK)KS,4,S(KK)K,4
SS(SKKK)S,3,SS(KS),4
S(S(SK)KK)S,3,S(KK)S,4
S(S(SKKK))S,2,S(SK)S,4
SSS(KK(KS)),3,SK(SK),4
S(SS)(KK(KS)),1,S(SS)K,4
SS(SKKKS),2,SS(KS),4
SS(SKK(KS)),2,SS(KS),4
SS(S(KK(KS))),1,SS(SK),4
S(S(SKK)KS),3,S(S(KS)),4
S(SSK(KK)S),4,S(K(KK)),4
S(S(SKKK)S),2,S(SKS),4
S(S(SK)K(KS)),3,S(K(KS)),4
S(SS(KK(KS))),1,S(SSK),4
S(S(SKKKS)),2,S(S(KS)),4
S(S(SKK(KS))),2,S(S(KS)),4
S(S(S(KK(KS)))),1,S(S(SK)),4
SSS(KK)KK,4,S(KK)K,4
SS(SKKK)K,3,SK(KK),4
S(S(SK)KK)K,3,S(KK)K,4
S(S(SKKK))K,2,S(SK)K,4
SSS(KK(KK)),3,SK(SK),4
S(SS)(KK(KK)),1,S(SS)K,4
SS(SKKKK),2,SS(KK),4
SS(SKK(KK)),2,SS(KK),4
SS(S(KK(KK))),1,SS(SK),4
S(S(SKK)KK),3,S(K(KK)),4
S(SSK(KK)K),4,S(K(KK)),4
S(S(SKKK)K),2,S(SKK),4
S(S(SK)K(KK)),3,S(K(KK)),4
S(SS(KK(KK))),1,S(SSK),4
S(S(SKKKK)),2,S(S(KK)),4
S(S(SKK(KK))),2,S(S(KK)),4
S(S(S(KK(KK)))),1,S(S(SK)),4
S(SK)SSSS,4,SS(SS),4
S(SKS)SSS,3,S(SS)S,4
S(SK)(SS)SS,4,SS(SS),4
S(SKSS)SS,3,SS(SS),4
S(SK)S(SS)S,3,S(SS)S,4
S(SKS)(SS)S,3,S(SSS),4
S(SK)(SSS)S,4,SS(SS),4
S(SK)(S(SS))S,3,S(SS)S,4
SS(KS(SS))S,2,SS(SS),4
S(SKSSS)S,2,S(SS)S,4
S(SKS(SS))S,2,S(SS)S,4
S(S(KS(SS)))S,1,S(SS)S,4
S(SK)SS(SS),3,SS(SS),4
S(SK)(SS)(SS),3,SS(SS),4
S(SKSS)(SS),2,SS(SS),4
S(SK)S(SSS),3,S(SSS),4
S(SK)S(S(SS)),3,S(S(SS)),4
SS(KS(SS)S),1,SS(SS),4
SS(K(SS)(SS)),1,SS(SS),4
S(SKSSSS),2,S(SSS),4
S(SKS(SS)S),2,S(SSS),4
S(S(KS(SS))S),1,S(SSS),4
S(SKSS(SS)),2,S(S(SS)),4
S(SKS(SSS)),2,S(SSS),4
S(SKS(S(SS))),2,S(S(SS)),4
S(S(KS(SS)S)),1,S(S(SS)),4
S(S(K(SS)(SS))),1,S(S(SS)),4
S(SK)SSSK,4,SK(SK),4
S(SKS)SSK,3,S(SS)K,4
S(SK)(SS)SK,4,SK(SK),4
S(SKSS)SK,3,SK(SK),4
S(SK)S(SS)K,3,S(SS)K,4
S(SKS)(SS)K,3,K(SSK),4
S(SK)(SSS)K,4,SK(SK),4
S(SK)(S(SS))K,3,S(SS)K,4
SS(KS(SS))K,2,SK(SK),4
S(SKSSS)K,2,S(SS)K,4
S(SKS(SS))K,2,S(SS)K,4
S(S(KS(SS)))K,1,S(SS)K,4
S(SK)SS(SK),3,SS(SK),4
S(SK)(SS)(SK),3,SS(SK),4
S(SKSS)(SK),2,SS(SK),4
S(SK)S(SSK),3,S(SSK),4
S(SK)S(S(SK)),3,S(S(SK)),4
SS(KS(SS)K),1,SS(SK),4
SS(K(SS)(SK)),1,SS(SS),4
S(SKSSSK),2,S(SSK),4
S(SKS(SS)K),2,S(SSK),4
S(S(KS(SS))K),1,S(SSK),4
S(SKSS(SK)),2,S(S(SK)),4
S(SKS(SSK)),2,S(SSK),4
S(SKS(S(SK))),2,S(S(SK)),4
S(S(KS(SS)K)),1,S(S(SK)),4
S(S(K(SS)(SK))),1,S(S(SS)),4
S(SK)SSKS,4,SS(KS),4
S(SK)(SS)KS,4,SS(KS),4
S(SKSS)KS,3,SS(KS),4
S(SK)S(SK)S,3,S(SK)S,4
S(SKS)(SK)S,3,S(SKS),4
SSK(S(SK))S,6,S(S(SK)),4
S(SK)(SSK)S,4,SS(KS),4
S(SK)(S(SK))S,3,S(SK)S,4
SS(KS(SK))S,2,SS(SS),4
S(SKSSK)S,2,S(SK)S,4
S(SKS(SK))S,2,S(SK)S,4
S(S(KS(SK)))S,1,S(SS)S,4
S(SK)SS(KS),3,SS(KS),4
SSK(SS)(KS),5,S(SS)S,4
S(SK)(SS)(KS),3,SS(KS),4
S(SKSS)(KS),2,SS(KS),4
S(SK)S(SKS),3,S(SKS),4
S(SK)S(S(KS)),3,S(S(KS)),4
SS(KS(SK)S),1,SS(SS),4
SS(K(SS)(KS)),1,SS(SS),4
S(SKSSKS),2,S(SKS),4
S(SKS(SK)S),2,S(SKS),4
S(S(KS(SK))S),1,S(SSS),4
S(SKSS(KS)),2,S(S(KS)),4
S(SKS(SKS)),2,S(SKS),4
S(SKS(S(KS))),2,S(S(KS)),4
S(S(KS(SK)S)),1,S(S(SS)),4
S(S(K(SS)(KS))),1,S(S(SS)),4
S(SK)SSKK,4,SK(KK),4
S(SK)(SS)KK,4,SK(KK),4
S(SKSS)KK,3,SK(KK),4
S(SK)S(SK)K,3,S(SK)K,4
S(SKS)(SK)K,3,K(SKK),4
SSK(S(SK))K,6,K(S(SK)),4
S(SK)(SSK)K,4,SK(KK),4
S(SK)(S(SK))K,3,S(SK)K,4
SS(KS(SK))K,2,SK(SK),4
S(SKSSK)K,2,S(SK)K,4
S(SKS(SK))K,2,S(SK)K,4
S(S(KS(SK)))K,1,S(SS)K,4
S(SK)SS(KK),3,SS(KK),4
SSK(SS)(KK),5,S(SS)K,4
S(SK)(SS)(KK),3,SS(KK),4
S(SKSS)(KK),2,SS(KK),4
S(SK)S(SKK),3,S(SKK),4
S(SK)S(S(KK)),3,S(S(KK)),4
SS(KS(SK)K),1,SS(SK),4
SS(K(SS)(KK)),1,SS(SS),4
S(SKSSKK),2,S(SKK),4
S(SKS(SK)K),2,S(SKK),4
S(S(KS(SK))K),1,S(SSK),4
S(SKSS(KK)),2,S(S(KK)),4
S(SKS(SKK)),2,S(SKK),4
S(SKS(S(KK))),2,S(S(KK)),4
S(S(KS(SK)K)),1,S(S(SK)),4
S(S(K(SS)(KK))),1,S(S(SS)),4
S(SKS)KSS,3,S(KS)S,4
S(SK)S(KS)S,3,S(KS)S,4
SSK(SKS)S,5,S(SKS),4
S(SK)(S(KS))S,3,S(KS)S,4
SS(KS(KS))S,2,SS(SS),4
S(SKSKS)S,2,S(KS)S,4
S(SKS(KS))S,2,S(KS)S,4
S(S(KS(KS)))S,1,S(SS)S,4
S(SK)SK(SS),3,SK(SS),4
S(SK)(SK)(SS),3,SK(SS),4
S(SKSK)(SS),2,SK(SS),4
S(SK)S(K(SS)),3,S(K(SS)),4
SSK(SKSS),5,SS(KS),4
S(SK)(SKSS),2,S(SK)S,4
SS(KS(KS)S),1,SS(SS),4
SS(K(SK)(SS)),1,SS(SK),4
SS(K(SKSS)),2,SS(KS),4
S(S(KS(KS))S),1,S(SSS),4
S(SKSK(SS)),2,S(K(SS)),4
S(SKS(K(SS))),2,S(K(SS)),4
S(SK(SKSS)),2,S(SKS),4
S(S(KS(KS)S)),1,S(S(SS)),4
S(S(K(SK)(SS))),1,S(S(SK)),4
S(S(K(SKSS))),2,S(S(KS)),4
S(SKS)KSK,3,S(KS)K,4
S(SK)S(KS)K,3,S(KS)K,4
SSK(SKS)K,5,K(SKS),4
S(SK)(S(KS))K,3,S(KS)K,4
SS(KS(KS))K,2,SK(SK),4
S(SKSKS)K,2,S(KS)K,4
S(SKS(KS))K,2,S(KS)K,4
S(S(KS(KS)))K,1,S(SS)K,4
S(SK)SK(SK),3,SK(SK),4
S(SK)(SK)(SK),3,SK(SK),4
S(SKSK)(SK),2,SK(SK),4
S(SK)S(K(SK)),3,S(K(SK)),4
SSK(SKSK),5,SK(KK),4
S(SK)(SKSK),2,S(SK)K,4
SS(KS(KS)K),1,SS(SK),4
SS(K(SK)(SK)),1,SS(SK),4
SS(K(SKSK)),2,SS(KK),4
S(S(KS(KS))K),1,S(SSK),4
S(SKSK(SK)),2,S(K(SK)),4
S(SKS(K(SK))),2,S(K(SK)),4
S(SK(SKSK)),2,S(SKK),4
S(S(KS(KS)K)),1,S(S(SK)),4
S(S(K(SK)(SK))),1,S(S(SK)),4
S(S(K(SKSK))),2,S(S(KK)),4
S(SK)S(KK)S,3,S(KK)S,4
SSK(SKK)S,5,S(SKK),4
S(SK)(S(KK))S,3,S(KK)S,4
SS(KS(KK))S,2,SS(SS),4
S(SKSKK)S,2,S(KK)S,4
S(SKS(KK))S,2,S(KK)S,4
S(S(KS(KK)))S,1,S(SS)S,4
S(SK)SK(KS),3,SK(KS),4
S(SK)(SK)(KS),3,SK(KS),4
S(SKSK)(KS),2,SK(KS),4
S(SK)S(K(KS)),3,S(K(KS)),4
SSK(SKKS),5,SS(KS),4
S(SK)(SKKS),2,S(SK)S,4
SS(KS(KK)S),1,SS(SS),4
SS(K(SK)(KS)),1,SS(SK),4
SS(K(SKKS)),2,SS(KS),4
S(S(KS(KK))S),1,S(SSS),4
S(SKSK(KS)),2,S(K(KS)),4
S(SKS(K(KS))),2,S(K(KS)),4
S(SK(SKKS)),2,S(SKS),4
S(S(KS(KK)S)),1,S(S(SS)),4
S(S(K(SK)(KS))),1,S(S(SK)),4
